code|lat|lon|name|spider
90|32.2557811636|-107.72264293|7E Deming Airport|new_mexico
63|32.424602234|-106.673962092|6ZL Holman Rd|new_mexico
72|32.3177579796|-106.768096594|6ZQ Solano Drive|new_mexico
50|32.2780826504|-106.86495731|6WM West Mesa|new_mexico
60|32.0411285512|-106.409610436|6ZK Chaparral|new_mexico
42|32.0032805801|-106.599290368|6CM Anthony|new_mexico
46|31.9304164044|-106.630588425|6O La Union|new_mexico
69|31.7880521323|-106.682558414|6ZN Santa Teresa|new_mexico
66|31.7961774276|-106.583851701|6ZM Desert View|new_mexico
56|31.7958462757|-106.557601218|6ZG Sunland Park|new_mexico
10102|44.4180031874|-118.951342394|10102|oregon
10118|42.1903009595|-121.731389081|10118|oregon
10123|42.1892249192|-120.353984619|10123|oregon
10139|45.496666024|-122.602921625|10139|oregon
10146|45.6522387984|-118.823057544|10146|oregon
10162|45.426351|-117.296066|10162|oregon
14152|45.768531|-122.772151319|14152|oregon
18432|42.2900659404|-123.232102231|18432|oregon
20448|42.314086076|-122.87924785|20448|oregon
20478|44.5884301915|-123.267529819|20478|oregon
20481|45.4702035179|-122.816437775|20481|oregon
21252|45.6024236832|-121.203429394|21252|oregon
21886|44.61569|-123.091472619|21886|oregon
24172|44.0639063802|-121.312609781|24172|oregon
25161|42.6234794794|-122.809327974|25161|oregon
28859|42.4341768257|-123.3485017|28859|oregon
31001|44.3958159428|-122.730522313|31001|oregon
31008|44.2998652479|-120.844837706|31008|oregon
31016|43.5892839381|-119.04872|31016|oregon
31035|44.2920920145|-121.555504463|31035|oregon
31036|42.1617099235|-123.648521806|31036|oregon
31063|42.1939760538|-122.708294156|31063|oregon
31070|45.3239952348|-118.078959963|31070|oregon
31929|44.9431171586|-123.005956313|31929|oregon
31967|45.5285119418|-122.972435931|31967|oregon
32529|43.2266487741|-123.364830163|32529|oregon
32758|44.7882785915|-117.84436795|32758|oregon
102|48.7056479854|-116.369364644|Bonners Ferry KTOI|idaho
114|48.2921256136|-116.556707669|Sandpoint PM|idaho
170|47.7889069737|-116.804560207|Lancaster BAM 1020|idaho
135|47.5367329504|-116.23692274|Pine PM Map|idaho
96|47.3385805306|-116.885963206|Plummer (PM2.5)|idaho
181|47.3168885315|-116.570773583|St Maries BAM 1020|idaho
208|46.408338856|-116.992589822|Lewiston PM25 BAM|idaho
210|46.721932|-116.95918|Moscow PM25 BAM|idaho
18|44.9069249965|-116.106687201|McCall USFS (PM2.5)|idaho
207|45.9312058418|-116.115498625|Grangeville PM25 BAM|idaho
11|44.1043814842|-115.973282541|Garden Valley (PM2.5)|idaho
39|45.1819053251|-113.890282511|Salmon (PM2.5-BAM)|idaho
14|43.8228844087|-115.839768397|Idaho City (PM2.5)|idaho
30|43.6189540804|-116.213711243|Boise Fire Station #5 (PM10)|idaho
108|43.6007557904|-116.347936881|St Lukes|idaho
163|43.5803019805|-116.56262983|Nampa Particulate|idaho
195|42.5651768333|-114.494950438|Rock Creek BAM|idaho
134|42.8769200585|-112.460003813|Pocatello PM|idaho
180|43.4647037872|-112.046515116|Idaho Falls BAM|idaho
36|42.0135036058|-111.809996316|Franklin (PM2.5-BAM)|idaho
03614|38.3426193267|-120.764433066|Jackson-Clinton Road|california
04625|39.7616931158|-121.840496685|Chico - East Avenue|california
04633|39.7792102495|-121.59128393|Paradise - Theater|california
04636|39.3275600248|-121.668832896|Gridley|california
04638|39.7084760739|-121.617323047|Paradise - Airport|california
05633|38.2019025973|-120.680288304|San Andreas-Gold Strike Road|california
06646|39.1891932931|-121.998890755|Colusa-Sunrise Blvd|california
07432|37.9262031535|-122.385490429|Richmond-Point Richmond|california
07434|38.0128648608|-122.13447638|Martinez-Jones Street|california
07436|37.8647832824|-122.3027392|Berkeley - Aquatic Park|california
07437|38.0548853234|-122.233208005|Crockett-Kendall Avenue|california
07441|37.9480053188|-122.364765909|Richmond-7th Street|california
07442|38.0063218002|-121.641961653|Bethel Island Road|california
07446|38.0342899064|-122.270356679|Rodeo-Third St|california
07447|37.9603940001|-122.356823817|San Pablo-Rumrill|california
07448|37.936015587|-122.026251061|Concord|california
09690|38.7253136111|-120.821966744|Placerville-Gold Nugget Way|california
09691|38.9450062328|-119.970475907|South Lake Tahoe-Sandy Way|california
09693|38.8909565615|-121.003389043|Cool (seasonal)|california
09695|38.8116524004|-120.033093871|Echo Summit (seasonal)|california
10025|36.7262189968|-119.732433674|Fresno - Pacific|california
10230|36.5974962754|-119.503691252|Parlier|california
10240|34.841579792|-118.860615048|Lebec|california
10241|36.9532626859|-120.034220012|Madera City|california
10242|36.6342585282|-120.382333942|Tranquility|california
10243|36.0318061958|-119.055046245|Porterville|california
10244|36.7055349123|-119.741387497|Fresno - Drummond|california
10245|36.8415670294|-119.874475048|Fresno - Skypark|california
10247|36.1986601009|-120.101183769|Huron - 4th Street|california
10248|36.8193320514|-119.716398013|Clovis-N Villa Avenue|california
10251|36.7853789975|-119.77313615|Fresno - Garland|california
10252|36.7108860206|-119.777446272|Fresno - Foundry Park|california
11676|39.5338678147|-122.190855102|Willows-Colusa|california
12505|40.7767596954|-124.179484601|Eureka - Jacobs Ave.|california
12507|40.7152572908|-124.201486182|Eureka - Humboldt Hill|california
13601|33.3526494092|-115.734269815|Bombay Beach|california
13602|33.1763797634|-115.623015395|Sonny Bono|california
13603|33.1691332486|-115.855801804|Naval Test Base|california
13604|33.2724759522|-115.900630841|Salton City|california
13694|32.7921367092|-115.562946229|El Centro-9th Street|california
13697|33.0324042482|-115.62364777|Westmorland|california
13698|32.6761820787|-115.483081796|Calexico-Ethel Street|california
13701|32.9782495138|-115.539000047|Brawley-Main Street #2|california
13997|33.2134352412|-115.545221724|Niland-English Road|california
14022|36.3261400844|-117.955100014|Dirty Socks|california
14024|36.4199660433|-117.836721252|Flat Rock|california
14025|36.3663099208|-117.897573742|Shell Cut|california
14151|36.5088338554|-116.847688712|Death Valley Natl Monument|california
14696|36.049349811|-117.943779715|Coso Junction - Hwy. 395|california
14699|36.6089770334|-118.057792449|Lone Pine-E Locust Street|california
14700|36.6081931006|-118.047674376|Lone Pine Sewer Ponds|california
14724|36.0571928988|-117.861355532|Coso Junction - Gate|california
14727|36.5422479324|-117.990083742|North Beach Owens Lake|california
14728|36.4878640888|-117.871042503|Keeler-Cerro Gordo Road|california
14729|36.2675620184|-117.99298|Olancha-Walker Creek|california
14730|36.3619319362|-118.010812531|Owens Lake-Ash Point-Stanley|california
14732|37.3607015383|-118.330810313|White Mountain Research Station|california
14733|36.5431220113|-117.941816272|Lizard Tail|california
14734|36.458048926|-117.851846245|Mill|california
15242|35.3456345035|-118.851794952|Edison|california
15243|35.4380379604|-119.01680502|Oildale|california
15246|35.0515497532|-119.402640014|Maricopa|california
15248|35.5035042658|-119.272637497|Shafter|california
15249|35.2391922679|-118.788631252|Arvin - Di Giorgio|california
15252|35.0504807409|-118.147788762|Mojave|california
15255|35.3566077499|-119.062584966|Bakersfield-California Avenue|california
15256|35.3856108157|-119.015003755|Bakersfield-Golden|california
15257|35.3315610212|-118.999923782|Bakersfield - Municipal Airport|california
15258|35.3246532762|-118.997647524|Bakersfield - Airport|california
15300|35.621087965|-117.672992544|Ridgecrest - California Av|california
15310|35.7276951009|-118.137716744|Canebrake|california
16716|36.3157573173|-119.643322626|Hanford-S Irwin Street|california
16719|36.1021919094|-119.565700081|Corcoran-Patterson Avenue|california
17713|39.0327122557|-122.922356739|Lakeport-Lakeport Blvd|california
17720|38.7745159782|-122.699499114|Anderson Springs|california
17725|38.8502557859|-122.736159488|Hobergs-Pine Summit|california
17728|38.8484846784|-122.757919673|Glenbrook|california
20211|36.8671646484|-120.010126769|Madera - Pump Yard|california
21451|37.9723386112|-122.520116065|San Rafael|california
21454|37.8336271882|-122.533214428|Fort Cronkhite|california
22742|37.7487527655|-119.587106572|Yosemite Village - Visitor Center|california
22744|37.5437254954|-119.839614405|Jerseydale|california
22746|37.7132357091|-119.706164143|Yosemite Natl Park-Turtleback|california
23754|39.4117800559|-123.352652455|Willits - Justice Center|california
23758|39.4373417809|-123.787622584|Fort Bragg - 300 Dana Street|california
23764|39.150484841|-123.206557874|Ukiah - Library|california
23769|39.1456703457|-123.202985107|Ukiah - Gobbi Street|california
24510|37.3085912723|-120.480452787|Merced M Street|california
24528|37.2817842559|-120.43369341|Merced - Coffee Road|california
24531|37.7934368995|-121.247820439|Manteca AMS|california
26011|38.0697241579|-118.947744516|Mono Lake - North Shore|california
26779|37.9596988541|-119.120281118|Lee Vining-SMS|california
26785|37.6457188924|-118.966556711|Mammoth Lakes-Gateway HC|california
27550|36.4819444465|-121.733338635|Carmel Valley-Ford Road|california
27554|36.6942383675|-121.623315196|Salinas #3|california
27555|36.2090308425|-121.125991592|King City - Pearl|california
28783|38.3109763829|-122.296174431|Napa-Jefferson Avenue|california
29794|39.327800023|-120.184573567|Truckee - Fire Station|california
29800|39.2334830498|-121.055601921|Grass Valley-Litton Building|california
29802|39.3178367101|-120.845327023|White Cloud (seasonal)|california
30002|33.6299707926|-117.675852463|Mission Viejo|california
30031|33.8193266385|-117.918777524|Anaheim - Near Road|california
30177|33.9250924073|-117.952594011|La Habra|california
30178|33.8306110398|-117.938520027|Anaheim-Loara School|california
30195|33.6746120609|-117.925371715|Costa Mesa-Mesa Verde Drive|california
31815|38.9356546592|-121.099660262|Auburn - Atwood Rd|california
31817|38.8856120749|-121.302069058|Lincoln - 1445 1st St.|california
31818|39.0998096057|-120.953939682|Colfax-City Hall|california
31819|39.1659588089|-120.148927504|Tahoe City - 221 Fairway Drive|california
31822|38.746405799|-121.265000723|Roseville-N Sunrise Ave|california
32821|39.9395720449|-120.944378126|Quincy-N Church Street|california
32823|40.30965864|-121.227846975|Chester|california
32826|39.8133378855|-120.470710063|Portola - Gulling Street|california
33031|33.5836834973|-117.082790518|Temecula - Lake Skinner|california
33033|33.5720019423|-116.063826526|Mecca - Saul Martinez|california
33137|33.8526477536|-116.541015069|Palm Springs-Fire Station|california
33144|33.9995044343|-117.415931225|Rubidoux - Mission Blvd|california
33149|33.7893476846|-117.227667537|Perris|california
33155|33.9214654901|-117.572415382|Norco|california
33157|33.7085371181|-116.215405704|Indio-Jackson Street|california
33158|33.6765487495|-117.33104|Lake Elsinore-W Flint Street|california
33164|33.9207918121|-116.858435034|Banning-Airport|california
33165|33.9963693397|-117.492412517|Mira Loma-Van Buren|california
33199|34.0854992037|-117.312864803|San Bernardino - KVCR Tower|california
33201|33.6124002264|-114.602020238|Blythe-Murphy Street|california
33601|33.5183285362|-116.075363008|Torres - Martinez|california
33602|33.5089674147|-115.91959992|Salton Sea Park|california
34277|38.5563320681|-121.458698292|Sacramento-Health Dept|california
34279|38.5933258281|-121.503740351|Sacramento - Bercut Drive|california
34284|38.5512335068|-121.336596724|Sacramento-Branch Center #2|california
34294|38.7120920034|-121.381075919|North Highlands-Blackfoot Way|california
34295|38.6137297553|-121.36802756|Sacramento-Del Paso Manor|california
34305|38.5684478286|-121.493145347|Sacramento - 1309 T Street|california
34310|38.3025700293|-121.420826742|Elk Grove - Bruceville Road|california
34311|38.6832969931|-121.164453147|Folsom-Natoma Street|california
34312|38.4944662441|-121.211171216|Sloughhouse|california
34315|38.6506899222|-121.506630571|Sacramento-Goldenland|california
35823|36.8434428121|-121.362116704|Hollister-Fairview Road|california
35824|36.4832960384|-121.156805971|Pinnacles National Monument|california
36001|34.2646565514|-116.861483769|Big Bear|california
36035|34.0681295033|-117.525770118|Ontario - Near Road (Etiwanda)|california
36036|34.0309012777|-117.617435119|Ontario - Route 60 Near Road|california
36150|33.7412754225|-115.820407666|Joshua Tree NP - Cottonwood|california
36151|33.9398178664|-115.41085455|Joshua Tree NP - Pinto Wells|california
36152|34.0695661524|-116.388955034|Joshua Tree National Monument|california
36153|35.1028204538|-115.776500063|Mojave National Preserve - Kelso|california
36155|34.894020227|-117.024730027|Barstow|california
36175|34.1036731093|-117.629101306|Upland|california
36181|34.243160007|-117.272286231|Lake Gregory (Crestline)|california
36197|34.1001510365|-117.492008789|Fontana-Arrow Highway|california
36201|34.4165092933|-117.285617537|Hesperia-Olive Street|california
36203|34.1066879272|-117.27407249|San Bernardino|california
36204|34.059648963|-117.147366286|Redlands|california
36207|34.4250644548|-117.589843782|Phelan-Beekley Road & Phelan R|california
36208|34.4101089147|-116.906888775|Lucerne Valley - Middle School|california
36220|35.7744559379|-117.372137551|Trona - Athol/Telescope #2|california
36306|34.5109249317|-117.32554249|Victorville - Park Avenue|california
39252|37.9507465711|-121.268984595|Stockton-Hazelton|california
39271|37.6826734298|-121.442428821|Tracy - Airport|california
40833|35.3664033259|-120.842672157|Morro Bay|california
40836|35.2565772538|-120.669481682|San Luis Obispo-Higuera Street|california
40844|35.1239358321|-120.632205034|Grover Beach-Lesage Drive|california
40848|35.4944179618|-120.666214993|Atascadero Lift Station #5|california
40849|35.0207776992|-120.563866218|Nipomo-Guadalupe Road|california
40850|35.6146832284|-120.656935034|Paso Robles|california
40852|35.0315030748|-120.501008748|Nipomo - Regional Park|california
40853|35.0467395051|-120.587778762|CDF - Arroyo Grande|california
40990|35.3547551823|-120.040110527|Carrizo Plains|california
40999|35.6437027224|-120.231388816|Red Hills|california
41539|37.5081096378|-122.24629864|San Carlos Airport II|california
41541|37.4829671927|-122.203524999|Redwood City|california
42037|34.464552776|-120.044936218|Las Flores Canyon-Odor site|california
42098|34.7190189712|-120.432777469|Lompoc-Odor|california
42101|34.4897558733|-120.046905007|Las Flores Canyon #1|california
42369|34.6058230907|-120.07506249|Santa Ynez|california
42370|34.4624500714|-120.025518816|El Capitan Beach|california
42381|34.6378220597|-120.457478721|Lompoc-South H Street|california
42390|34.5959403037|-120.631288748|Vandenberg Air Force Base-STS|california
42394|34.7253451438|-120.428693714|Lompoc-HS&P|california
42395|34.5416680377|-119.791533769|Los Padres National Forest|california
42399|34.5274922799|-120.196502286|Gaviota - Nojoqui|california
42401|34.4149613587|-119.87964249|Santa Barbara - UCSB Campus|california
42402|34.4030706551|-119.457943796|Carpinteria-Gobernador Road|california
42404|34.4455130967|-119.828451252|Goleta-Fairview|california
42408|34.9428340884|-120.435650054|Santa Maria - South Broadway|california
42409|34.4277685841|-119.690874952|Santa Barbara-National Guard Armory|california
43380|37.2268831662|-121.979646589|Los Gatos|california
43381|37.3297802151|-121.815444378|Reid Hillview Airport|california
43383|37.3485130156|-121.894897082|San Jose - Jackson St|california
43385|37.3381985854|-121.849891947|San Jose - Knox Ave|california
43389|36.9995476716|-121.574763463|Gilroy-9th Street|california
43393|37.0793389945|-121.599863019|San Martin|california
44200|36.9833293686|-121.988191359|Santa Cruz AMS|california
44858|37.0631559134|-122.083126531|San Lorenzo Valley Middle School|california
45555|40.5500667024|-122.380965031|Redding - Health Department|california
45566|40.5399684346|-121.576518866|Lassen Volcanic National Park|california
45567|40.4531142794|-122.29887747|Anderson-North Street|california
47861|41.7267909096|-122.633604234|Yreka|california
47873|40.6770317292|-122.374228045|Shasta Lake-La Mesa|california
47875|40.6890839961|-122.402301243|Shasta Lake - Lake Blvd|california
48879|38.1025189424|-122.237950331|Vallejo|california
48880|38.2270639159|-122.075651967|Fairfield-Chadbourne|california
48881|38.3513898993|-121.994362563|Vacaville-Merchant Street|california
48884|38.3565696809|-121.949877132|Vacaville-Ulatis Drive|california
49886|38.8042791303|-123.01814539|Cloverdale|california
49891|38.4037697922|-122.818234336|Sebastopol|california
49895|38.501119081|-122.998179594|Guerneville-Church and 1st|california
49898|38.610882291|-122.868784877|Healdsburg - Matheson|california
49899|38.6540813172|-122.901867664|Healdsburg-Municipal Airport|california
50568|37.6421566974|-120.994282404|Modesto-14th Street|california
50573|37.4882465021|-120.835914403|Turlock-S Minaret Street|california
51898|39.1386238947|-121.618859141|Yuba City|california
51899|39.2055933081|-121.820345342|Sutter Buttes (seasonal)|california
52903|40.1709114358|-122.255618208|Red Bluff - Walnut St|california
52910|40.2620563765|-122.092590712|Tuscan Butte (seasonal)|california
53915|40.7347670473|-122.941175602|Weaverville|california
54000|36.3140081317|-119.39285479|Visalia - Airport|california
54009|36.489426981|-118.829136245|Sequoia National Park-Ash Mountain|california
54036|36.56613|-118.777696245|Sequoia National Park-Lower Kaweah|california
54568|36.3325321003|-119.29093498|Visalia|california
55930|37.9817844653|-120.378550893|Sonora - Barretta Street|california
56172|34.4480492898|-119.231308748|Ojai - East Ojai Av|california
56434|34.2763710392|-118.683802571|Simi Valley - Cochran Street|california
56435|34.2101803701|-118.870496245|Thousand Oaks-Moorpark Road|california
56436|34.2523551693|-119.143157469|El Rio-Rio Mesa School #2|california
56437|34.2912441365|-118.797647551|Simi Valley - Upper Air|california
56450|34.4042734256|-118.809937537|Piru - Pacific|california
57570|38.5714227347|-121.525788553|West Sacramento-15th Street|california
57577|38.5345642741|-121.773421842|Davis-UCD Campus|california
57582|38.6612264872|-121.732716619|Woodland-Gibson Road|california
60337|37.6545608179|-122.031598687|Hayward|california
60341|37.7436603357|-121.934191221|San Ramon - Alcosta Blvd|california
60342|37.6895998598|-121.631936023|Patterson Pass|california
60344|37.6875207232|-121.784213869|Livermore - Rincon|california
60347|37.7430574464|-122.169940267|Oakland - East|california
60349|37.8147832411|-122.282365142|Oakland - West|california
60351|37.7936342371|-122.263380399|Laney College|california
70032|33.8597060907|-118.200706829|Long Beach - Route 710 Near Road|california
70042|34.0082770823|-118.190691428|AT&SF (Exide)|california
70043|34.0263336916|-117.98196215|Closet World (Quemetco)|california
70044|34.0064065109|-118.192922503|Rehrig (Exide)|california
70045|33.9548368669|-118.055298998|Uddeholm (Trojan Battery)|california
70046|34.0938193339|-117.527273782|SA Recycling|california
70060|34.1364861804|-117.923981779|Azusa|california
70072|33.8237818369|-118.189126204|North Long Beach (Long Beach)|california
70073|33.8024209515|-118.219937415|Long Beach - Hudson|california
70074|34.1991109672|-118.532767524|Reseda|california
70075|34.0669820738|-117.751353714|Pomona|california
70087|34.0664273477|-118.226653606|Los Angeles-North Main Street|california
70088|34.1326437835|-118.127163782|Pasadena|california
70090|34.383382396|-118.528383742|Santa Clarita-Placerita|california
70091|34.0511148899|-118.456391238|Los Angeles - VA Hospital|california
70110|33.7923760746|-118.175262517|South Long Beach|california
70111|33.9551021858|-118.430456204|Los Angeles - LAX|california
70112|33.9014687003|-118.205010027|Compton|california
70185|34.0102962255|-118.068521279|Pico Rivera #2|california
70301|34.6696104537|-118.130701881|Lancaster-Division Street|california
70591|34.1443741437|-117.850407537|Glendora-Laurel|california
80114|32.6312434527|-117.059084556|Chula Vista|california
80117|33.1310656231|-117.271838226|Palomar Airport|california
80128|32.842338652|-116.76797184|Alpine-Victoria Drive|california
80132|32.8179386154|-116.968273651|El Cajon - Floyd Smith Drive|california
80133|32.9520971636|-117.264111243|Del Mar - Winston School|california
80135|32.7895753396|-116.944299779|El Cajon - Lexington Elementary School|california
80136|32.8457102346|-117.123971431|San Diego - Kearny Villa Road|california
80140|32.5781669657|-116.921392924|Otay Mesa - Donovan Correctional Facility|california
80142|32.7015013699|-117.149655644|San Diego - Beardsley|california
80143|32.5435771002|-117.029125494|San Ysidro|california
80198|33.2170386038|-117.396244971|Camp Pendleton|california
80201|32.9854257979|-117.082199635|San Diego - Rancho Carmel Drive|california
90306|37.7659529157|-122.399043587|San Francisco-Arkansas Street|california
2|36.3362314836|-120.112906076|FivePoints|california
5|35.5326943851|-119.281831859|Shafter|california
6|38.5357830193|-121.77639401|Davis|california
7|36.8512345607|-120.59098148|Firebaugh/Telles|california
12|39.6086430311|-121.824439157|Durham|california
13|38.7531717039|-120.733692874|Camino|california
15|36.1581188033|-119.851418227|Stratford|california
19|36.7682351109|-121.773779965|Castroville|california
21|35.8677372796|-119.894884303|Kettleman|california
35|37.3585815829|-118.405477677|Bishop|california
39|36.5974618532|-119.504131566|Parlier|california
41|33.0431099065|-115.415825146|Calipatria/Mulberry|california
43|41.0637956018|-121.456033081|McArthur|california
44|33.9649626131|-117.336990465|U.C. Riverside|california
47|37.9281630749|-121.659740413|Brentwood|california
52|35.3054580126|-120.661817934|San Luis Obispo|california
54|35.6499003289|-119.959360172|Blackwells Corner|california
56|37.0973993041|-120.754229638|Los Banos|california
57|40.2897501084|-120.433950616|Buntingville|california
62|33.4866172711|-117.22820198|Temecula|california
64|34.5832603107|-120.079232151|Santa Ynez|california
68|32.7595683998|-115.732059535|Seeley|california
70|37.8348054703|-121.223146833|Manteca|california
71|37.6451805699|-121.187731222|Modesto|california
75|33.6884532652|-117.721174768|Irvine|california
77|38.4284831979|-122.410229621|Oakville|california
78|34.0566063397|-117.813047763|Pomona|california
80|36.8207701715|-119.742249828|Fresno State|california
83|38.4036002293|-122.799931308|Santa Rosa|california
84|39.2526248149|-121.315769415|Browns Valley|california
86|36.3606264085|-119.059342151|Lindcove|california
87|32.8061851989|-115.446291394|Meloland|california
88|34.9422354856|-119.675096313|Cuyama|california
90|41.4382179225|-120.480330929|Alturas|california
91|41.9588719182|-121.472390929|Tulelake FS|california
92|37.2318401702|-120.880967814|Kesterson|california
99|34.044320755|-118.476908313|Santa Monica|california
103|38.5264096808|-122.829239828|Windsor|california
104|36.9977772647|-121.996852874|De Laveaga|california
105|36.633918832|-120.381723666|Westlands|california
106|38.9826745478|-123.088673048|Sanel Valley|california
107|34.4373087676|-119.737325818|Santa Barbara|california
109|38.2195194431|-122.35496|Carneros|california
111|36.9439744545|-121.76393346|Green Valley Road|california
113|36.1212319856|-121.084467969|King City-Oasis Rd.|california
114|36.3473892331|-121.291262358|Arroyo Seco|california
116|36.7168437482|-121.691865146|Salinas North|california
117|34.4759495852|-117.263519157|Victorville|california
121|38.4155455515|-121.786929621|Dixon|california
124|36.8900486767|-120.731671617|Panoche|california
125|35.2057721814|-118.778436162|Arvin-Edison|california
126|36.8548612602|-121.362691136|San Benito|california
129|36.9028104266|-121.741965318|Pajaro|california
131|38.6499854533|-121.218889621|Fair Oaks|california
135|33.6628798874|-114.558049828|Blythe NE|california
136|33.5236950905|-116.155770929|Oasis|california
139|38.5012723318|-121.978528692|Winters|california
140|38.1217317965|-121.674458924|Twitchell Island|california
142|36.7210693694|-119.388950207|Orange Cove|california
143|36.822944769|-121.467927556|San Juan Valley|california
144|38.2664351892|-122.616490086|Petaluma East|california
146|35.5057648492|-119.691141308|Belridge|california
147|32.6281639339|-116.939285232|Otay Lake|california
148|37.3141192333|-120.386642444|Merced|california
150|32.8858415076|-117.143147849|Miramar|california
151|33.532222|-114.63389|Ripley|california
152|34.2195579812|-118.992361515|Camarillo|california
153|33.0810795932|-116.975710465|Escondido SPV|california
155|38.5992142269|-121.540391687|Bryte (experimental)|california
157|37.9954944936|-122.467658616|Point San Pedro|california
158|38.4194400249|-122.658748778|Bennett Valley|california
159|34.146392569|-117.98579346|Monrovia|california
160|35.3352588658|-120.735652393|San Luis Obispo West|california
161|37.4389388069|-121.138424974|Patterson|california
163|35.4725719795|-120.64817401|Atascadero|california
165|34.8418994718|-120.212677212|Sisquoc|california
167|37.7259565277|-121.47545852|Tracy|california
169|36.0822727179|-119.09318062|Porterville|california
170|38.0153812751|-122.020287849|Concord|california
171|37.5987714732|-122.053249621|Union City|california
173|32.9018626069|-117.250480929|Torrey Pines|california
174|33.7987317845|-118.094936506|Long Beach|california
175|33.383697|-114.71921|Palo Verde II|california
178|37.8376222645|-122.140768778|Moraga|california
179|33.6633620169|-117.093377384|Winchester|california
181|33.0787227996|-115.66034809|Westmorland North|california
182|35.8330710535|-119.255842272|Delano|california
183|36.488611|-117.91944|Owens Lake North|california
184|32.7294778632|-117.139483889|San Diego II|california
187|38.0909299115|-122.526711773|Black Point|california
188|37.0198788484|-120.149139279|Madera II|california
189|36.3586732975|-117.943872616|Owens Lake South|california
190|36.382083815|-120.229813374|Five Points South West|california
191|37.6639855679|-121.885056162|Pleasanton|california
192|34.255948487|-117.218308743|Lake Arrowhead|california
193|36.6332377455|-121.934863924|Pacific Grove|california
194|37.7274091983|-120.850865232|Oakdale|california
195|38.8876142001|-121.102890379|Auburn|california
196|38.6917655802|-122.013786454|Esparto|california
197|34.6149874592|-118.032487384|Palmdale|california
198|34.3246444015|-119.104937556|Santa Paula|california
199|34.2376450149|-116.86586697|Big Bear Lake|california
200|33.748607753|-116.252964096|Indio 2|california
202|35.0282938538|-120.560073167|Nipomo|california
203|35.8625734591|-119.503696884|Alpaugh|california
204|34.4264095541|-118.517555146|Santa Clarita|california
205|36.1757728137|-120.36027|Coalinga|california
206|37.5459177454|-120.754473752|Denair II|california
207|33.268457937|-116.36499506|Borrego Springs|california
208|33.6781566093|-116.272931136|La Quinta II|california
209|36.9131698078|-121.823500878|Watsonville West II|california
210|36.5409478537|-121.882107814|Carmel|california
211|37.0150322669|-121.537063546|Gilroy|california
212|38.277971797|-121.740983116|Hastings Tract East|california
213|37.9314884444|-122.302638131|El Cerrito|california
214|36.6256305479|-121.537885076|Salinas South II|california
215|34.2913428879|-118.570064854|Chatsworth|california
216|34.2561628962|-118.382935662|Arleta|california
217|34.2689899218|-118.849298071|Moorpark|california
218|33.5957419418|-116.158778432|Thermal South|california
219|34.2141742841|-118.644843253|West Hills|california
220|34.5923049162|-118.127455525|Palmdale Central|california
221|34.513712318|-115.510588778|Cadiz Valley|california
222|40.028758969|-122.155761773|Gerber South|california
224|40.6301628102|-122.309986919|Shasta College|california
225|41.577778|-122.838125|Scott Valley|california
226|38.6727066811|-121.811714768|Woodland|california
227|38.508312528|-120.800060102|Plymouth|california
228|38.6361620891|-120.792991136|Diamond Springs|california
229|36.5701078483|-121.786535318|Laguna Seca|california
230|34.4055085131|-119.714996076|Santa Barbara II|california
231|34.6722564255|-120.513252289|Lompoc|california
232|34.9134955984|-120.464797005|Santa Maria II|california
233|34.1381459173|-116.213556264|Joshua Tree|california
234|34.8834033251|-116.809854574|Newberry Springs II|california
235|38.797944|-121.61136|Verona|california
236|41.8025774113|-121.996067434|Macdoel II|california
237|33.5500098115|-117.039990843|Temecula East III|california
238|33.8998783984|-117.171425814|Moreno Valley|california
239|33.6648101454|-116.955092222|Hemet|california
240|33.7605568018|-117.198864581|Perris - Menifee|california
241|33.4623526789|-117.586222187|San Clemente|california
242|38.1923743823|-121.510331637|Staten Island|california
243|38.2496107001|-121.555483525|Ryde|california
244|39.386632|-121.835278|Biggs|california
245|33.6218347457|-117.585113181|Coto de Caza|california
246|38.7733835045|-119.791914303|Markleeville|california
247|38.033386|-121.701247|Jersey Island|california
248|37.9321793009|-121.397538726|Holt|california
249|37.7555587341|-121.265954171|Ripon|california
250|39.210667|-122.168889|Williams|california
251|34.1120831548|-117.185626747|Highland|california
252|36.456728|-121.344388|Soledad II|california
d18426ff-2205-e311-90b0-0017a477041a|34.2440045409|-113.558414749|Alamo Lake|arizona
862b215c-acad-e611-90f0-0017a477041a|34.6118501471|-112.463484122|Prescott Pioneer Park|arizona
efa0f37e-720b-e311-b2ee-0017a477041e|32.3821670745|-112.858204019|Ajo|arizona
1a575e3b-730b-e311-b2ee-0017a477041e|35.1536996944|-114.566894563|Bullhead City|arizona
74d93762-730b-e311-b2ee-0017a477041e|31.3492106897|-109.539748088|Douglas Red Cross|arizona
b225b57f-740b-e311-b2ee-0017a477041e|35.2064853225|-111.653152509|Flagstaff Middle School|arizona
316a1fc5-740b-e311-b2ee-0017a477041e|33.419017|-110.82967|Miami Golf Course|arizona
150576e0-740b-e311-b2ee-0017a477041e|33.3854007106|-110.867410945|Miami Jones Ranch|arizona
f6347351-750b-e311-b2ee-0017a477041e|33.3993481772|-110.859484298|Miami Ridgeline|arizona
a4fe2286-750b-e311-b2ee-0017a477041e|33.3974162799|-110.874541374|Miami Town Site|arizona
066985ae-750b-e311-b2ee-0017a477041e|31.3373547432|-110.93718238|Nogales Post Office|arizona
